Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,A46 Coventry Junction Upgrades,Project,1,"Grade separation of the Binley and Walsgrave roundabouts on the A46 near Coventry, upgrading the trunk road sections of the A45 and A46 between the M6 and M40 to full Expressway standard. ",West Midlands,Central Government,No,Central Government,2019/20,TBC, 50 - 100, 50 - 100, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,M42 Junction 6,Project,1,"Comprehensive upgrade of the M42 junction 6 near Birmingham Airport, allowing better movement of traffic on and off the A45, supporting access to the airport and preparing capacity for the new HS2 station. ",West Midlands,Central Government,No,Central Government,2019/20,TBC, 300 - 500, 300 - 500, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,M54 to M6 / M6 Toll,Project,1,Adding a north-facing access between the M54 and the M6 and M6 Toll around junctions 10A and 11. ,West Midlands,Central Government,No,Central Government,TBC,TBC, 200 - 300, TBC, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,A19 Norton to Wynyard,Project,1,"Widening of the A19 Billingham bypass in Teeside to three lanes, between the A139 and the A689, including replacement of the concrete surface with low-noise surfacing.",Yorkshire and the Humber,Central Government,No,Central Government,2019/20,TBC, 50 - 100, 50 - 100, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,M621 Junctions 1-7 Improvements,Project,1,"improvement of key junctions on the M621 in central Leeds, providing safer and more reliable journeys for those travelling in the city. ",Yorkshire and the Humber,Central Government,No,Central Government,2019/20,TBC, 50 - 100, 50 - 100, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,A63 Castle Street,Project,1,"Grade separation of the A1079 Myton gate junction in Hull and improvements to the surrounding roads, including the provision of improved pedestrian and cyclist access across the A63. Along with the Connecting the City Bridge, funded through the Humber Growth Deal, this will improve cyclists and pedestrians access to and from Hull Marina and road access to and from the port of Hull. ",Yorkshire and the Humber,Central Government,No,Central Government,2019/20,2024/25, 200 - 300, TBC, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,M6 Junction 19 Improvements,Project,1,"Major improvements to the junction between the M6 and the A556 in Cheshire. Together with improvements to the A556, M6 and M56, this forms part of a comprehensive upgrade of ManchesterÕs southern access.",West Midlands,Central Government,No,Central Government,2019/20,TBC, 30-35, 30-35, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Planning and Consents,Highways England,M6 Junction 10 Improvement,Project,1,"Additional capacity on junction 10, including the replacement of both bridges allowing the widening of the roundabout to four lanes. This scheme has been partly funded through the Black Country Local Growth Deal. ",West Midlands,Central Government,No,Central Government,2019/20,TBC, 20-25, 20-25, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Scoping,Highways England,A38 Derby Junctions,Project,1,"Replacement of three roundabouts on the A38 in Derby with grade-separated interchanges, raising the A38 in the East Midlands to Expressway standard and removing congestion. ",East Midlands,Central Government,No,Central Government,2020/21,2024/25, 200 - 300, 200 - 300, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Scoping,Highways England,M3 Junction 9 Improvement,Project,1,Upgrade to the junction to allow free movement from the A34 to the M3.,South East,Central Government,No,Central Government,2021/22,TBC, 40 - 50, 40 - 50, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - RIP,Scoping,Highways England,A358 Taunton to Southfields,Project,1,Creating a dual carriageway link from the M5 at Taunton to the A303 incorporating upgraded stretches of the existing road into the strategic road network where appropriate.,South West,Central Government,No,Central Government,2019/20,TBC, 300 - 500, 300 - 500, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Active Programme,Highways England,Smart Motorway Programme (SMP),Programme,17,"Programmes will combine technology and operating procedure to actively control traffic flow, which in turn will improve traffic flow and reduce congestion. ",England,Central Government,No,Central Government,Various,Various," 1,414.55 "," 1,414.55 ", 53.98 , 225.70 , 447.12 , -   , -   ,Nominal,,,, 53.98 , 222.32 , 433.62 , -   , -   , 655.95 , 655.95 , 65.59 , 91.83 , 13.12 , 26.24 , 91.83 , 150.87 , 72.15 , 78.71 , 65.59 
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M1 Junctions 13 -19,Project,1,"Upgrading the M1 to Smart Motorway between junction 13 (Milton Keynes South) and junction 19 (M6 Catthorpe interchange). Coupled with other improvements, this is an important link in the smart spine linking London and the North West. Initial work on this scheme has begun, and full construction will start next year.",East Midlands,Central Government,No,Central Government,Nov 15,2021/22, 494.64 , 494.64 , 7.44 , 93.34 , 110.10 , 110.10 , 21.99 ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 7.44 , 91.95 , 106.78 , 105.03 , 20.98 , 303.76 , 324.74 , 303.76 , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M1 Junctions 24-25,Project,1, Upgrading the M1 to Smart Motorway between junction 24 and junction 25 in the East Midlands.,East Midlands,Central Government,No,Central Government,Mar 17,2018/19, 84.36 , 84.36 , 73.77 , -   , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 73.77 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M1 J23a-24,Project,1,Extends the previously-announced M1 Smart Motorway junctions 24-25 improvement to junction 23A (East Midlands Airport).,East Midlands,Central Government,No,Central Government,Mar 17,2018/19, 35.05 , 35.05 , 2.45 , 3.00 , 3.50 , 25.00 , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 2.45 , 2.96 , 3.39 , 23.85 , -   , 30.20 , 30.20 , 30.20 , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M62 Junctions 10-12,Project,1,Upgrading the M62 to Smart Motorway between junction 10 (M6 Croft Interchange) and junction 12 (M60 Winton interchange) west of Manchester. This links with the M60 Smart Motorway schemes to the east and the M6 junctions 21A-26 schemes to the north. ,North West,Central Government,No,Central Government,Mar 18,2019/20, 263.32 , 263.32 , 1.82 , 70.96 , 68.04 , 93.64 , 25.57 ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 1.82 , 69.90 , 65.99 , 89.33 , 24.39 , 225.22 , 249.61 , -   , -   , -   , -   , 225.22 , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M6 Junctions 16-19,Project,1,"Upgrading the M6 to Smart Motorway between junction 16 (Stoke) and junction 19 (Knutsford) in Cheshire. Coupled with other improvements to the M6 and M1, this forms the northern end of the Smart spine linking the North West and London. ",North West,Central Government,No,Central Government,Nov 15,2018/19, 182.94 , 182.94 , 70.20 , -   , -   , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 70.20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M4 Junctions 3-12,Project,1,"Upgrading the M4 to Smart Motorway between junction 3 (Uxbridge) and junction 12 (west of Reading), linking Reading and Heathrow.",South East,Central Government,No,Central Government,Mar 17,2021/22 , 670.22 , 670.22 , 123.26 , 127.36 , 121.84 , 127.01 , 116.30 ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 123.26 , 125.46 , 118.16 , 121.16 , 110.95 , 364.78 , 475.74 , -   , -   , -   , -   , -   , 364.78 , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M27 Junctions 4-11,Project,1,"Upgrading the M27 to Smart Motorway between junction 4 (M3 interchange) and junction 11 (Fareham), linking with the Smart Motorway scheme on the M3.",South East,Central Government,No,Central Government,Apr 18,2020/21, 241.23 , 241.23 , 15.57 , 33.54 , 128.60 , 51.15 , 0.04 ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 15.57 , 33.04 , 124.72 , 48.80 , 0.04 , 206.56 , 206.60 , -   , -   , -   , -   , -   , 206.56 , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M23 Junctions 8-10,Project,1,"Upgrading the M23 to Smart Motorway between junction 8 (M25 interchange) and junction 10 (Crawley), improving connections to Gatwick.",South East,Central Government,No,Central Government,Mar 18,2019/20, 158.59 , 158.59 , 6.05 , 96.28 , 46.01 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 6.05 , 94.84 , 44.62 , -   , -   , 139.46 , 139.46 , -   , -   , -   , -   , -   , 139.46 , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M20 Junctions 3-5,Project,1,Upgrading the M20 to Smart Motorway between junction 3 (M26 interchange) and junction 5 (Maidstone).,South East,Central Government,No,Central Government,Mar 18,2019/20, 92.52 , 92.52 , 4.75 , 77.64 , 1.83 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 4.75 , 76.48 , 1.78 , -   , -   , 78.26 , 78.26 , -   , -   , -   , -   , -   , 78.26 , -   , -   , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M6 Junctions 13-15,Project,1,"Upgrading the M6 to Smart Motorway between junction 13 (Stafford) and junction 15 (Stoke south). Coupled with other improvements, this is an important link in the Smart spine linking London and the North West",West Midlands,Central Government,No,Central Government,Mar 18,2021/22, 245.56 , 245.56 , 7.53 , 95.18 , 92.78 , 38.29 , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 7.53 , 93.76 , 89.98 , 36.53 , -   , 220.27 , 220.27 , -   , -   , -   , -   , -   , -   , -   , 220.27 , -   
Transport,Roads,HE Majors - SMP,In Construction,Highways England,M6 Junctions 2-4,Project,1,"Upgrading the M6 to Smart Motorway between junction 2 (M69 interchange) and junction 4 (M42 interchange). Coupled with other improvements, this is part of the Smart spine linking London and the North West.",West Midlands,Central Government,No,Central Government,Mar 18,2019/20, 172.39 , 172.39 , 5.29 , 100.59 , 56.48 , -   , -   ,Nominal,,Baseline v2.0/ HE Delivery Plan 2018-2019,, 5.29 , 99.09 , 54.78 , -   , -   , 153.87 , 153.87 , -   , -   , -   , -   , -   , -   , -   , 153.87 , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,A1(M) Junctions 6- 8 Smart Motorway,Project,1,Upgrading the existing two-lane section of the A1(M) around Stevenage to Smart Motorway to provide a third lane of capacity.,East of England,Central Government,No,Central Government,2019/20,TBC, 100 - 200, 100 - 200, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M56 Junctions 6-8,Project,1,"Upgrading the M56 to Smart Motorway between junction 6 (Manchester Airport) and junction 8 (A556). Together with improvements to the A556, the M6 junction 19 and Smart Motorways on the M6, this forms part of a comprehensive upgrade to Manchester's southern access. ",North West,Central Government,No,Central Government,2018/19,2020/21, 50 - 100, 50 - 100, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M6 Junctions 21a-26,Project,1,Upgrading the M6 to Smart Motorway between junction 21A (M62 Croft interchange) and junction 26 (Wigan) in southern Lancashire. This links to the M62 junctions 10-12 scheme to the east. ,North West,Central Government,No,Central Government,2018/19,2021/22, 100 - 200, 100 - 200, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M60 Junctions 24-27 & J1-4,Project,1,Upgrading south-eastern quadrant of the M60 to Smart Motorway between junction 24 (M67 Denton interchange) and junction 4 (M56 Kingsway interchange). ,North West,Central Government,No,Central Government,2020/21,2022/23, 100 - 200, 100 - 200, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M25 Junctions 10-16,Project,1,"Upgrading the M25 between junction 10 (A3) and junction 16 (M40) through a mixture of enhancements, including hard shoulder running between junctions 15 and 16, as well as four-lane through-junction running between junctions 10 and 12.",South East,Central Government,No,Central Government,2020/21,TBC, 200 - 300, 200 - 300, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M3 Junctions 9-14,Project,1,"Upgrading the M3 to Smart Motorway between junction 9 (Winchester/A34 interchange) and junction 14 (M27), linking with the Smart Motorway scheme on the M27.",South East,Central Government,No,Central Government,2019/20,2021/22, 100 - 200, 100 - 200, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M40/M42 Interchange Smart Motorways,Project,1,"Introduction of Smart Motorway on the approaches to the M40/M42 interchange Ð the M40 from junction 16 and the M42 from junction 3 to 3A, plus the introduction of all-lane running to the existing Smart Motorway section between junctions 3A and 4 on the M42.",West Midlands,Central Government,No,Central Government,2019/20,TBC, 50 - 100, 50 - 100, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Roads,HE Majors - SMP,Planning and Consents,Highways England,M62 Junctions 20-25,Project,1,"Upgrading the M62 to Smart Motorway between junction 20 (Rochdale) and junction 25 (Brighouse) across the Pennines. Together with other Smart Motorways already under construction in Greater Manchester and existing Smart Motorways in Yorkshire, this will provide a full four lane Smart Motorway link between Leeds and Manchester.",Yorkshire and the Humber,Central Government,No,Central Government,2019/20,TBC, 200 - 300, 200 - 300, -   , -   , -   , -   , -   ,Nominal,,HE Procurement Plan Version 8 / HE Delivery Plan 2018-2019,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Northern Power Grid,CE Northern Electric Distribution (Northern Powergrid NE) (NPgN) RIIO,Programme,Multiple,CE Northern Electric Distribution (Northern Powergrid NE) (NPgN) RIIO,North East,Private,Yes,Private,2015/16,2022/23," 1,485.22 ", -   , 202.54 , 206.10 , 212.38 , 216.22 , 430.75 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 218.95 , 222.81 , 229.59 , 233.74 , 465.66 , 686.13 ," 1,151.79 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Northern Power Grid,CE Yorkshire Distribution (Northern Powergrid Yorkshire) (NPgY) RIIO,Programme,Multiple,CE Yorkshire Distribution (Northern Powergrid Yorkshire) (NPgY) RIIO,Yorkshire and the Humber,Private,Yes,Private,2015/16,2022/23," 1,463.66 ", -   , 198.51 , 201.88 , 199.61 , 207.57 , 430.16 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 214.60 , 218.24 , 215.78 , 224.39 , 465.02 , 658.41 ," 1,123.43 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Electricity North West,Electricity North West (ENWL) RIIO,Programme,Multiple,Electricity North West (ENWL) RIIO,North West,Private,Yes,Private,2015/16,2022/23, 779.55 , -   , 112.00 , 119.19 , 109.19 , 109.45 , 213.40 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 121.07 , 128.85 , 118.04 , 118.32 , 230.69 , 365.20 , 595.90 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,EON,Eon Central Networks East (EMID) RIIO,Programme,Multiple,Eon Central Networks East (EMID) RIIO,East Midlands,Private,Yes,Private,2015/16,2022/23," 1,205.78 ", -   , 168.38 , 171.55 , 168.53 , 170.47 , 348.55 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 182.02 , 185.45 , 182.19 , 184.28 , 376.80 , 551.92 , 928.72 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,EON,Eon Central Networks West (WMID) RIIO,Programme,Multiple,Eon Central Networks West (WMID) RIIO,West Midlands,Private,Yes,Private,2015/16,2022/23," 1,065.05 ", -   , 152.58 , 153.14 , 153.21 , 151.97 , 309.42 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 164.95 , 165.55 , 165.62 , 164.29 , 334.49 , 495.47 , 829.96 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,SSE,Scottish and Southern Energy Hydro (SSEH) RIIO,Programme,Multiple,Scottish and Southern Energy Hydro (SSEH) RIIO,Scotland,Private,Yes,Private,2015/16,2022/23, 767.42 , -   , 116.03 , 115.42 , 113.66 , 104.83 , 193.39 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 125.43 , 124.77 , 122.87 , 113.33 , 209.07 , 360.97 , 570.04 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,SSE,Scottish and Southern Energy Southern (SSES) RIIO,Programme,Multiple,Scottish and Southern Energy Southern (SSES) RIIO,South East,Private,Yes,Private,2015/16,2022/23," 1,050.65 ", -   , 159.91 , 161.14 , 152.65 , 146.03 , 275.03 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 172.87 , 174.20 , 165.02 , 157.87 , 297.32 , 497.09 , 794.41 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Scottish Power,Scottish Power Distribution (SPD) RIIO,Programme,Multiple,Scottish Power Distribution (SPD) RIIO,Scotland,Private,Yes,Private,2015/16,2022/23," 1,018.93 ", -   , 156.93 , 150.70 , 153.32 , 145.52 , 263.97 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 169.65 , 162.91 , 165.75 , 157.32 , 285.36 , 485.98 , 771.34 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Scottish Power,Scottish Power Manweb (SPMW) RIIO,Programme,Multiple,Scottish Power Manweb (SPMW) RIIO,Wales,Private,Yes,Private,2015/16,2022/23," 1,002.01 ", -   , 156.80 , 148.48 , 142.02 , 137.45 , 268.70 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 169.50 , 160.51 , 153.53 , 148.59 , 290.48 , 462.62 , 753.11 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,UKPN,UK Power Networks - East (EPN) RIIO,Programme,Multiple,UK Power Networks - East (EPN) RIIO,East of England,Private,Yes,Private,2015/16,2022/23," 1,481.50 ", -   , 221.80 , 219.48 , 217.08 , 207.76 , 399.76 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 239.78 , 237.27 , 234.67 , 224.59 , 432.15 , 696.54 ," 1,128.69 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,UKPN,UK Power Networks - London (LPN) RIIO,Programme,Multiple,UK Power Networks - London (LPN) RIIO,London,Private,Yes,Private,2015/16,2022/23," 1,052.06 ", -   , 163.80 , 158.20 , 153.61 , 145.24 , 270.94 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 177.08 , 171.02 , 166.06 , 157.01 , 292.89 , 494.09 , 786.98 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,UKPN,UK Power Networks - South East (SPN) RIIO,Programme,Multiple,UK Power Networks - South East (SPN) RIIO,South East,Private,Yes,Private,2015/16,2022/23," 1,142.12 ", -   , 177.43 , 161.91 , 160.66 , 162.81 , 286.34 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 191.81 , 175.03 , 173.68 , 176.00 , 309.55 , 524.71 , 834.26 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Western Power Distribution,Western Power Distribution South Wales (SWALES) RIIO,Programme,Multiple,Western Power Distribution South Wales (SWALES) RIIO,Wales,Private,Yes,Private,2015/16,2022/23, 691.37 , -   , 100.40 , 100.33 , 98.52 , 97.32 , 194.81 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 108.53 , 108.46 , 106.51 , 105.21 , 210.59 , 320.17 , 530.77 , -   , -   , -   , -   , -   , -   , -   , -   , -   
